     #time         x         v
  439.6515   -0.1596    0.9223
  439.9384    0.1079    0.9297
  440.1907    0.3365    0.8733
  440.4430    0.5438    0.7616
  440.7059    0.7231    0.5940
  440.9805    0.8571    0.3756
  441.2690    0.9285    0.1162
  441.5234    0.9279   -0.1211
  441.7777    0.8676   -0.3507
  442.0321    0.7514   -0.5577
  442.2958    0.5801   -0.7342
  442.5714    0.3584   -0.8643
  442.8585    0.0990   -0.9303
  443.1122   -0.1377   -0.9253
  443.3659   -0.3655   -0.8611
  443.6196   -0.5700   -0.7417
  443.8840   -0.7440   -0.5669
  444.1605   -0.8705   -0.3423
  444.4463   -0.9317   -0.0830
  444.6994   -0.9227    0.1530
  444.9525   -0.8550    0.3792
  445.2057   -0.7328    0.5812
  445.4707   -0.5550    0.7528
  445.7480   -0.3278    0.8759
  446.0252   -0.0755    0.9321
  446.3025    0.1825    0.9171
  446.5797    0.4265    0.8320
  446.8570    0.6380    0.6835
  447.1343    0.8007    0.4827
  447.4115    0.9022    0.2451
  447.6888    0.9348   -0.0112
  447.9660    0.8961   -0.2667
  448.2433    0.7889   -0.5017
  448.5205    0.6214   -0.6984
  448.7978    0.4065   -0.8418
  449.0852    0.1512   -0.9224
  449.3431   -0.0891   -0.9304
  449.6010   -0.3234   -0.8768
  449.8589   -0.5363   -0.7653
  450.1168   -0.7138   -0.6031
  450.3909   -0.8504   -0.3874
  450.6801   -0.9255   -0.1288
  450.9352   -0.9281    0.1090
  451.1904   -0.8705    0.3397
  451.4455   -0.7566    0.5484
  451.7007   -0.5937    0.7215
  451.9756   -0.3756    0.8556
  452.2642   -0.1165    0.9270
  452.5187    0.1206    0.9264
  452.7731    0.3498    0.8662
  453.0275    0.5566    0.7502
  453.2913    0.7329    0.5791
  453.5669    0.8628    0.3577
  453.8540    0.9288    0.0987
  454.1078    0.9238   -0.1376
  454.3616    0.8597   -0.3652
  454.6154    0.7405   -0.5693
  454.8799    0.5659   -0.7430
  455.1564    0.3416   -0.8692
  455.4422    0.0826   -0.9302
  455.6954   -0.1530   -0.9211
  455.9486   -0.3788   -0.8534
  456.2018   -0.5805   -0.7312
  456.4669   -0.7518   -0.5535
  456.7443   -0.8746   -0.3265
  457.0216   -0.9306   -0.0745
  457.2989   -0.9154    0.1831
  457.5762   -0.8303    0.4267
  457.8536   -0.6818    0.6377
  458.1309   -0.4812    0.7999
  458.4082   -0.2438    0.9010
  458.6855    0.0122    0.9333
  458.9629    0.2673    0.8942
  459.2402    0.5018    0.7868
  459.5175    0.6981    0.6193
  459.7948    0.8409    0.4044
  460.0824    0.9211    0.1493
  460.3402    0.9287   -0.0905
  460.5980    0.8750   -0.3242
  460.8558    0.7634   -0.5366
  461.1136    0.6014   -0.7134
  461.3878    0.3857   -0.8496
  461.6771    0.1273   -0.9242
  461.9322   -0.1100   -0.9264
  462.1873   -0.3402   -0.8686
  462.4424   -0.5483   -0.7546
  462.6974   -0.7209   -0.5918
  462.9725   -0.8546   -0.3737
  463.2611   -0.9256   -0.1150
  463.5155   -0.9247    0.1217
  463.7700   -0.8643    0.3505
  464.0244   -0.7483    0.5567
  464.2883   -0.5772    0.7326
  464.5640   -0.3560    0.8620
  464.8511   -0.0973    0.9274
  465.1049    0.1387    0.9221
  465.3587    0.3657    0.8576
  465.6125    0.5694    0.7383
  465.8771    0.7426    0.5636
  466.1537    0.8683    0.3393
  466.4304    0.9280    0.0893
  466.7070    0.9171   -0.1675
  466.9836    0.8365   -0.4116
  467.2602    0.6923   -0.6244
  467.5368    0.4954   -0.7896
  467.8135    0.2609   -0.8948
  468.0901    0.0066   -0.9320
  468.3667   -0.2481   -0.8983
  468.6433   -0.4840   -0.7963
  468.9200   -0.6831   -0.6338
  469.1966   -0.8302   -0.4231
  469.4828   -0.9159   -0.1715
  469.7690   -0.9271    0.0941
  470.0211   -0.8743    0.3223
  470.2732   -0.7662    0.5302
  470.5357   -0.6024    0.7108
  470.8097   -0.3876    0.8473
  471.0989   -0.1299    0.9225
  471.3543    0.1074    0.9254
  471.6098    0.3377    0.8681
  471.8653    0.5461    0.7545
  472.1207    0.7191    0.5920
  472.3957    0.8528    0.3745
  472.6845    0.9241    0.1161
  472.9390    0.9236   -0.1203
  473.1936    0.8635   -0.3490
  473.4481    0.7478   -0.5552
  473.7120    0.5771   -0.7309
  473.9877    0.3564   -0.8604
  474.2749    0.0980   -0.9260
  474.5288   -0.1377   -0.9209
  474.7828   -0.3646   -0.8567
  475.0367   -0.5681   -0.7376
  475.3013   -0.7412   -0.5633
  475.5779   -0.8669   -0.3394
  475.8545   -0.9266   -0.0897
  476.1312   -0.9159    0.1668
  476.4078   -0.8355    0.4105
  476.6844   -0.6916    0.6231
  476.9611   -0.4952    0.7882
  477.2377   -0.2611    0.8934
  477.5143   -0.0071    0.9307
  477.7910    0.2473    0.8972
  478.0676    0.4829    0.7955
  478.3442    0.6818    0.6333
  478.6209    0.8288    0.4229
  478.9071    0.9145    0.1717
  479.1933    0.9258   -0.0935
  479.4455    0.8732   -0.3215
  479.6976    0.7654   -0.5292
  479.9602    0.6018   -0.7096
  480.2342    0.3873   -0.8459
  480.5234    0.1300   -0.9212
  480.7789   -0.1071   -0.9241
  481.0345   -0.3372   -0.8669
  481.2900   -0.5453   -0.7535
  481.5456   -0.7181   -0.5911
  481.8206   -0.8516   -0.3738
  482.1094   -0.9228   -0.1158
  482.3640   -0.9222    0.1204
  482.6187   -0.8622    0.3488
  482.8733   -0.7465    0.5546
  483.1372   -0.5760    0.7301
  483.4129   -0.3555    0.8593
  483.7002   -0.0974    0.9247
  483.9541    0.1380    0.9195
  484.2081    0.3646    0.8553
  484.4620    0.5677    0.7362
  484.7267    0.7405    0.5620
  485.0034    0.8659    0.3383
  485.2801    0.9254    0.0888
  485.5568    0.9144   -0.1674
  485.8336    0.8339   -0.4108
  486.1103    0.6900   -0.6229
  486.3870    0.4936   -0.7877
  486.6637    0.2596   -0.8925
  486.9404    0.0059   -0.9294
  487.2171   -0.2482   -0.8956
  487.4938   -0.4834   -0.7936
  487.7705   -0.6818   -0.6313
  488.0472   -0.8283   -0.4210
  488.3336   -0.9135   -0.1699
  488.6199   -0.9243    0.0951
  488.8722   -0.8713    0.3228
  489.1245   -0.7632    0.5300
  489.3872   -0.5993    0.7100
  489.6614   -0.3847    0.8457
  489.9507   -0.1274    0.9202
  490.2061    0.1091    0.9225
  490.4614    0.3386    0.8650
  490.7168    0.5460    0.7513
  490.9721    0.7181    0.5890
  491.2473    0.8511    0.3717
  491.5360    0.9217    0.1140
  491.7906    0.9207   -0.1219
  492.0452    0.8603   -0.3498
  492.2998    0.7445   -0.5552
  492.5639    0.5738   -0.7302
  492.8398    0.3532   -0.8588
  493.1269    0.0955   -0.9236
  493.3809   -0.1396   -0.9179
  493.6348   -0.3657   -0.8534
  493.8887   -0.5683   -0.7341
  494.1535   -0.7406   -0.5597
  494.4304   -0.8654   -0.3359
  494.7073   -0.9243   -0.0865
  494.9841   -0.9127    0.1694
  495.2610   -0.8317    0.4124
  495.5378   -0.6873    0.6240
  495.8147   -0.4906    0.7880
  496.0915   -0.2565    0.8920
  496.3684   -0.0029    0.9281
  496.6453    0.2508    0.8935
  496.9221    0.4855    0.7908
  497.1990    0.6832    0.6279
  497.4758    0.8288    0.4172
  497.7625    0.9129    0.1659
  498.0491    0.9226   -0.0990
  498.3016    0.8686   -0.3263
  498.5540    0.7596   -0.5329
  498.8169    0.5950   -0.7119
  499.0914    0.3798   -0.8465
  499.3808    0.1224   -0.9196
  499.6358   -0.1135   -0.9206
  499.8908   -0.3421   -0.8622
  500.1458   -0.5485   -0.7479
  500.4096   -0.7245   -0.5790
  500.6851   -0.8547   -0.3601
  500.9729   -0.9217   -0.1027
  501.2271   -0.9179    0.1325
  501.4814   -0.8551    0.3591
  501.7357   -0.7373    0.5626
  502.0002   -0.5645    0.7357
  502.2768   -0.3422    0.8619
  502.5631   -0.0848    0.9233
  502.8167    0.1495    0.9150
  503.0703    0.3743    0.8482
  503.3239    0.5751    0.7271
  503.5892    0.7456    0.5508
  503.8667    0.8680    0.3255
  504.1441    0.9239    0.0753
  504.4216    0.9092   -0.1807
  504.6990    0.8249   -0.4228
  504.9765    0.6776   -0.6325
  505.2539    0.4784   -0.7939
  505.5314    0.2427   -0.8945
  505.8088   -0.0116   -0.9267
  506.0863   -0.2650   -0.8880
  506.3637   -0.4980   -0.7814
  506.6412   -0.6930   -0.6150
  506.9186   -0.8350   -0.4017
  507.2064   -0.9146   -0.1481
  507.4645   -0.9221    0.0902
  507.7226   -0.8686    0.3226
  507.9807   -0.7575    0.5336
  508.2388   -0.5962    0.7092
  508.5134   -0.3816    0.8442
  508.8030   -0.1246    0.9179
  509.0582    0.1111    0.9196
  509.3134    0.3397    0.8617
  509.5686    0.5462    0.7480
  509.8238    0.7173    0.5858
  510.0991    0.8496    0.3687
  510.3878    0.9194    0.1116
  510.6424    0.9178   -0.1236
  510.8971    0.8571   -0.3508
  511.1517    0.7411   -0.5554
  511.4160    0.5703   -0.7296
  511.6921    0.3498   -0.8574
  511.9791    0.0928   -0.9213
  512.2331   -0.1416   -0.9149
  512.4871   -0.3670   -0.8499
  512.7410   -0.5687   -0.7304
  513.0060   -0.7402   -0.5559
  513.2831   -0.8640   -0.3322
  513.5602   -0.9219   -0.0831
  513.8373   -0.9095    0.1722
  514.1144   -0.8277    0.4144
  514.3915   -0.6828    0.6250
  514.6686   -0.4857    0.7879
  514.9457   -0.2517    0.8906
  515.2228    0.0015    0.9255
  515.4999    0.2546    0.8897
  515.7770    0.4883    0.7860
  516.0540    0.6847    0.6224
  516.3311    0.8288    0.4113
  516.6182    0.9113    0.1598
  516.9053    0.9193   -0.1048
  517.1580    0.8639   -0.3314
  517.4108    0.7535   -0.5368
  517.6741    0.5879   -0.7144
  517.9490    0.3719   -0.8471
  518.2380    0.1151   -0.9179
  518.4928   -0.1200   -0.9172
  518.7477   -0.3474   -0.8572
  519.0025   -0.5522   -0.7419
  519.2667   -0.7268   -0.5719
  519.5427   -0.8551   -0.3522
  519.8300   -0.9199   -0.0954
  520.0841   -0.9143    0.1389
  520.3382   -0.8500    0.3643
  520.5923   -0.7312    0.5662
  520.8573   -0.5574    0.7379
  521.1343   -0.3344    0.8621
  521.4113   -0.0859    0.9206
  521.6883    0.1691    0.9089
  521.9653    0.4113    0.8279
  522.2423    0.6220    0.6839
  522.5193    0.7853    0.4877
  522.7963    0.8887    0.2543
  523.0733    0.9244    0.0016
  523.3503    0.8896   -0.2513
  523.6272    0.7869   -0.4849
  523.9042    0.6243   -0.6816
  524.1812    0.4141   -0.8263
  524.4681    0.1634   -0.9096
  524.7550   -0.1006   -0.9186
  525.0077   -0.3271   -0.8642
  525.2604   -0.5328   -0.7549
  525.5236   -0.7108   -0.5903
  525.7983   -0.8443   -0.3753
  526.0876   -0.9163   -0.1188
  526.3426   -0.9166    0.1162
  526.5977   -0.8576    0.3437
  526.8527   -0.7432    0.5489
  527.1168   -0.5742    0.7238
  527.3926   -0.3554    0.8527
  527.6803   -0.0988    0.9184
  527.9346    0.1354    0.9137
  528.1889    0.3609    0.8502
  528.4432    0.5631    0.7320
  528.7080    0.7351    0.5590
  528.9849    0.8599    0.3368
  529.2617    0.9192    0.0889
  529.5386    0.9085   -0.1658
  529.8155    0.8286   -0.4077
  530.0923    0.6856   -0.6187
  530.3692    0.4904   -0.7824
  530.6460    0.2579   -0.8866
  530.9229    0.0057   -0.9233
  531.1997   -0.2469   -0.8896
  531.4766   -0.4806   -0.7882
  531.7535   -0.6777   -0.6267
  532.0303   -0.8232   -0.4176
  532.3169   -0.9077   -0.1678
  532.6035   -0.9181    0.0956
  532.8562   -0.8650    0.3221
  533.1088   -0.7571    0.5280
  533.3718   -0.5938    0.7066
  533.6463   -0.3800    0.8411
  533.9360   -0.1239    0.9145
  534.1913    0.1111    0.9161
  534.4467    0.3389    0.8583
  534.7020    0.5446    0.7448
  534.9573    0.7151    0.5830
  535.2329    0.8467    0.3665
  535.5216    0.9160    0.1102
  535.7764    0.9142   -0.1242
  536.0311    0.8534   -0.3506
  536.2859    0.7375   -0.5543
  536.5503    0.5670   -0.7277
  536.8266    0.3470   -0.8548
  537.1137    0.0908   -0.9180
  537.3678   -0.1429   -0.9112
  537.6218   -0.3673   -0.8460
  537.8759   -0.5681   -0.7265
  538.1411   -0.7387   -0.5521
  538.4184   -0.8616   -0.3287
  538.6957   -0.9187   -0.0803
  538.9731   -0.9056    0.1743
  539.2504   -0.8232    0.4155
  539.5277   -0.6780    0.6250
  539.8050   -0.4810    0.7867
  540.0824   -0.2473    0.8883
  540.3597    0.0054    0.9219
  540.6370    0.2576    0.8852
  540.9143    0.4901    0.7808
  541.1916    0.6851    0.6167
  541.4690    0.8278    0.4055
  541.7565    0.9088    0.1542
  542.0440    0.9152   -0.1099
  542.2971    0.8585   -0.3355
  542.5502    0.7472   -0.5398
  542.8139    0.5806   -0.7158
  543.0892    0.3641   -0.8466
  543.3778    0.1082   -0.9152
  543.6325   -0.1260   -0.9128
  543.8873   -0.3519   -0.8516
  544.1421   -0.5552   -0.7353
  544.4066   -0.7281   -0.5645
  544.6831   -0.8546   -0.3443
  544.9700   -0.9171   -0.0884
  545.2240   -0.9098    0.1449
  545.4781   -0.8442    0.3689
  545.7321   -0.7244    0.5692
  545.9974   -0.5498    0.7392
  546.2749   -0.3263    0.8615
  546.5524   -0.0778    0.9178
  546.8299    0.1766    0.9040
  547.1074    0.4174    0.8209
  547.3849    0.6263    0.6751
  547.6624    0.7873    0.4777
  547.9398    0.8880    0.2437
  548.2173    0.9208   -0.0089
  548.4948    0.8832   -0.2608
  548.7723    0.7779   -0.4927
  549.0498    0.6132   -0.6869
  549.3273    0.4016   -0.8286
  549.6151    0.1499   -0.9084
  549.8738   -0.0875   -0.9165
  550.1325   -0.3190   -0.8635
  550.3912   -0.5293   -0.7531
  550.6499   -0.7044   -0.5926
  550.9246   -0.8387   -0.3792
  551.2144   -0.9121   -0.1238
  551.4699   -0.9138    0.1108
  551.7254   -0.8561    0.3381
  551.9809   -0.7429    0.5434
  552.2364   -0.5814    0.7135
  552.5120   -0.3653    0.8447
  552.8008   -0.1096    0.9137
  553.0557    0.1243    0.9118
  553.3105    0.3501    0.8509
  553.5654    0.5533    0.7351
  553.8299    0.7262    0.5648
  554.1063    0.8528    0.3451
  554.3934    0.9156    0.0895
  554.6476    0.9087   -0.1436
  554.9017    0.8435   -0.3674
  555.1558    0.7240   -0.5676
  555.4212    0.5498   -0.7376
  555.6987    0.3267   -0.8599
  555.9761    0.0787   -0.9164
  556.2536   -0.1753   -0.9029
  556.5311   -0.4159   -0.8202
  556.8086   -0.6247   -0.6749
  557.0861   -0.7857   -0.4779
  557.3635   -0.8865   -0.2443
  557.6410   -0.9195    0.0079
  557.9185   -0.8822    0.2594
  558.1960   -0.7774    0.4912
  558.4734   -0.6131    0.6853
  558.7509   -0.4020    0.8269
  559.0387   -0.1507    0.9070
  559.2976    0.0865    0.9153
  559.5565    0.3179    0.8625
  559.8154    0.5281    0.7523
  560.0743    0.7031    0.5920
  560.3490    0.8374    0.3790
  560.6388    0.9107    0.1239
  560.8944    0.9125   -0.1104
  561.1500    0.8549   -0.3375
  561.4056    0.7419   -0.5426
  561.6612    0.5806   -0.7125
  561.9369    0.3647   -0.8436
  562.2257    0.1093   -0.9124
  562.4806   -0.1243   -0.9104
  562.7356   -0.3498   -0.8496
  562.9905   -0.5528   -0.7339
  563.2551   -0.7254   -0.5638
  563.5315   -0.8518   -0.3443
  563.8187   -0.9144   -0.0889
  564.0728   -0.9074    0.1438
  564.3270   -0.8421    0.3673
  564.5812   -0.7226    0.5672
  564.8466   -0.5485    0.7369
  565.1242   -0.3256    0.8589
  565.4017   -0.0778    0.9152
  565.6793    0.1759    0.9014
  565.9568    0.4161    0.8187
  566.2344    0.6245    0.6733
  566.5119    0.7851    0.4763
  566.7895    0.8856    0.2429
  567.0670    0.9182   -0.0090
  567.3446    0.8806   -0.2602
  567.6221    0.7756   -0.4915
  567.8997    0.6112   -0.6852
  568.1772    0.4001   -0.8264
  568.4652    0.1490   -0.9059
  568.7240   -0.0878   -0.9138
  568.9827   -0.3187   -0.8609
  569.2415   -0.5284   -0.7506
  569.5003   -0.7029   -0.5903
  569.7751   -0.8367   -0.3774
  570.0650   -0.9096   -0.1224
  570.3205   -0.9110    0.1114
  570.5761   -0.8533    0.3381
  570.8316   -0.7402    0.5427
  571.0871   -0.5790    0.7121
  571.3629   -0.3632    0.8428
  571.6517   -0.1081    0.9113
  571.9066    0.1252    0.9090
  572.1615    0.3504    0.8480
  572.4165    0.5529    0.7322
  572.6812    0.7251    0.5620
  572.9578    0.8510    0.3426
  573.2448    0.9132    0.0876
  573.4990    0.9059   -0.1449
  573.7532    0.8404   -0.3680
  574.0074    0.7208   -0.5674
  574.2729    0.5466   -0.7367
  574.5506    0.3238   -0.8582
  574.8283    0.0761   -0.9140
  575.1059   -0.1773   -0.8998
  575.3836   -0.4172   -0.8167
  575.6613   -0.6251   -0.6710
  575.9390   -0.7850   -0.4739
  576.2166   -0.8849   -0.2405
  576.4943   -0.9169    0.0113
  576.7720   -0.8787    0.2622
  577.0497   -0.7732    0.4930
  577.3273   -0.6084    0.6860
  577.6050   -0.3971    0.8264
  577.8932   -0.1459    0.9051
  578.1517    0.0903    0.9123
  578.4102    0.3205    0.8588
  578.6687    0.5294    0.7483
  578.9272    0.7031    0.5880
  579.2021    0.8363    0.3750
  579.4920    0.9086    0.1203
  579.7475    0.9095   -0.1132
  580.0029    0.8514   -0.3394
  580.2584    0.7380   -0.5435
  580.5226    0.5705   -0.7173
  580.7986    0.3534   -0.8455
  581.0867    0.0987   -0.9110
  581.3413   -0.1340   -0.9064
  581.5960   -0.3580   -0.8434
  581.8506   -0.5589   -0.7259
  582.1158   -0.7296   -0.5541
  582.3929   -0.8533   -0.3333
  582.6700   -0.9120   -0.0870
  582.9472   -0.9010    0.1658
  583.2243   -0.8212    0.4059
  583.5014   -0.6788    0.6151
  583.7786   -0.4847    0.7773
  584.0557   -0.2535    0.8802
  584.3328   -0.0030    0.9159
  584.6100    0.2477    0.8817
  584.8871    0.4794    0.7802
  585.1642    0.6746    0.6192
  585.4414    0.8183    0.4110
  585.7285    0.9012    0.1624
  586.0156    0.9103   -0.0994
  586.2687    0.8564   -0.3242
  586.5218    0.7479   -0.5283
  586.7853    0.5845   -0.7048
  587.0604    0.3711   -0.8370
  587.3500    0.1166   -0.9080
  587.6054   -0.1165   -0.9080
  587.8607   -0.3421   -0.8490
  588.1161   -0.5455   -0.7350
  588.3805   -0.7186   -0.5669
  588.6568   -0.8460   -0.3493
  588.9446   -0.9103   -0.0948
  589.1991   -0.9049    0.1374
  589.4537   -0.8411    0.3609
  589.7083   -0.7231    0.5610
  589.9736   -0.5507    0.7309
  590.2510   -0.3295    0.8537
  590.5283   -0.0831    0.9113
  590.8057    0.1696    0.8991
  591.0831    0.4093    0.8183
  591.3605    0.6177    0.6748
  591.6378    0.7789    0.4799
  591.9152    0.8805    0.2482
  592.1926    0.9148   -0.0024
  592.4699    0.8792   -0.2528
  592.7473    0.7764   -0.4838
  593.0247    0.6142   -0.6779
  593.3021    0.4051   -0.8201
  593.5896    0.1559   -0.9013
  593.8772   -0.1061   -0.9084
  594.1305   -0.3304   -0.8527
  594.3839   -0.5336   -0.7426
  594.6478   -0.7088   -0.5777
  594.9232   -0.8392   -0.3631
  595.2122   -0.9079   -0.1088
  595.4674   -0.9060    0.1238
  595.7225   -0.8454    0.3484
  595.9777   -0.7301    0.5505
  596.2424   -0.5606    0.7223
  596.5191   -0.3420    0.8479
  596.8064   -0.0877    0.9100
  597.0607    0.1440    0.9027
  597.3151    0.3665    0.8373
  597.5694    0.5654    0.7181
  597.8351    0.7341    0.5444
  598.1129    0.8553    0.3222
  598.3907    0.9108    0.0753
  598.6684    0.8966   -0.1774
  598.9462    0.8136   -0.4164
  599.2240    0.6682   -0.6235
  599.5018    0.4716   -0.7828
  599.7796    0.2389   -0.8820
  600.0574   -0.0121   -0.9136
  600.3352   -0.2622   -0.8752
  600.6129   -0.4921   -0.7697
  600.8907   -0.6843   -0.6052
  601.1685   -0.8241   -0.3943
  601.4569   -0.9021   -0.1436
  601.7153   -0.9089    0.0917
  601.9738   -0.8553    0.3210
  602.2323   -0.7448    0.5289
  602.4907   -0.5849    0.7016
  602.7659   -0.3722    0.8341
  603.0558   -0.1183    0.9056
  603.3113    0.1144    0.9061
  603.5669    0.3397    0.8476
  603.8224    0.5430    0.7342
  604.0868    0.7160    0.5667
  604.3631    0.8434    0.3499
  604.6510    0.9080    0.0960
  604.9058    0.9029   -0.1359
  605.1605    0.8395   -0.3590
  605.4152    0.7220   -0.5590
  605.6806    0.5501   -0.7287
  605.9580    0.3295   -0.8514
  606.2354    0.0838   -0.9090
  606.5127   -0.1683   -0.8972
  606.7901   -0.4076   -0.8167
  607.0675   -0.6156   -0.6738
  607.3449   -0.7766   -0.4794
  607.6223   -0.8782   -0.2484
  607.8997   -0.9126    0.0016
  608.1771   -0.8773    0.2515
  608.4545   -0.7749    0.4821
  608.7319   -0.6133    0.6758
  609.0093   -0.4047    0.8179
  609.2969   -0.1562    0.8990
  609.5844    0.1052    0.9063
  609.8379    0.3291    0.8509
  610.0914    0.5320    0.7411
  610.3553    0.7069    0.5766
  610.6308    0.8371    0.3625
  610.9199    0.9057    0.1088
  611.1752    0.9038   -0.1234
  611.4304    0.8434   -0.3476
  611.6857    0.7283   -0.5492
  611.9505    0.5592   -0.7207
  612.2273    0.3410   -0.8460
  612.5146    0.0873   -0.9078
  612.7691   -0.1440   -0.9005
  613.0235   -0.3661   -0.8352
  613.2779   -0.5645   -0.7161
  613.5437   -0.7327   -0.5427
  613.8216   -0.8535   -0.3208
  614.0995   -0.9087   -0.0743
  614.3774   -0.8943    0.1778
  614.6553   -0.8112    0.4163
  614.9332   -0.6659    0.6228
  615.2111   -0.4695    0.7815
  615.4889   -0.2371    0.8803
  615.7668    0.0135    0.9115
  616.0447    0.2630    0.8727
  616.3226    0.4923    0.7670
  616.6005    0.6838    0.6025
  616.8784    0.8229    0.3918
  617.1669    0.9003    0.1414
  617.4253    0.9066   -0.0933
  617.6836    0.8526   -0.3218
  617.9420    0.7421   -0.5289
  618.2003    0.5824   -0.7009
  618.4757    0.3699   -0.8328
  618.7655    0.1165   -0.9037
  619.0211   -0.1158   -0.9037
  619.2767   -0.3405   -0.8450
  619.5322   -0.5430   -0.7314
  619.7968   -0.7154   -0.5639
  620.0732   -0.8421   -0.3473
  620.3611   -0.9061   -0.0938
  620.6159   -0.9005    0.1375
  620.8706   -0.8368    0.3600
  621.1254   -0.7190    0.5592
  621.3909   -0.5471    0.7283
  621.6685   -0.3266    0.8502
  621.9461   -0.0811    0.9071
  622.2237    0.1706    0.8945
  622.5012    0.4092    0.8135
  622.7788    0.6164    0.6702
  623.0564    0.7765    0.4755
  623.3340    0.8770    0.2445
  623.6116    0.9105   -0.0052
  623.8892    0.8742   -0.2545
  624.1668    0.7710   -0.4843
  624.4444    0.6088   -0.6770
  624.7219    0.4000   -0.8178
  625.0099    0.1513   -0.8977
  625.2978   -0.1098   -0.9036
  625.5515   -0.3331   -0.8470
  625.8052   -0.5351   -0.7362
  626.0695   -0.7088   -0.5709
  626.3454   -0.8375   -0.3562
  626.6341   -0.9042   -0.1030
  626.8892   -0.9009    0.1286
  627.1444   -0.8393    0.3518
  627.3995   -0.7234    0.5522
  627.6647   -0.5534    0.7224
  627.9418   -0.3346    0.8462
  628.2288   -0.0814    0.9062
  628.4831    0.1492    0.8975
  628.7374    0.3702    0.8310
  628.9918    0.5673    0.7111
  629.2579    0.7343    0.5368
  629.5361    0.8536    0.3144
  629.8144    0.9071    0.0678
  630.0927    0.8908   -0.1839
  630.3710    0.8060   -0.4216
  630.6492    0.6592   -0.6267
  630.9275    0.4617   -0.7836
  631.2058    0.2287   -0.8803
  631.4841   -0.0219   -0.9091
  631.7624   -0.2708   -0.8681
  632.0406   -0.4988   -0.7602
  632.3189   -0.6885   -0.5939
  632.5972   -0.8251   -0.3819
  632.8865   -0.8998   -0.1306
  633.1437   -0.9034    0.1025
  633.4009   -0.8476    0.3290
  633.6581   -0.7360    0.5337
  633.9153   -0.5761    0.7033
  634.1911   -0.3628    0.8336
  634.4805   -0.1098    0.9024
  634.7359    0.1217    0.9008
  634.9914    0.3454    0.8407
  635.2468    0.5466    0.7261
  635.5117    0.7176    0.5576
  635.7886    0.8427    0.3402
  636.0761    0.9046    0.0873
  636.3307    0.8974   -0.1433
  636.5853    0.8324   -0.3647
  636.8399    0.7137   -0.5626
  637.1058    0.5408   -0.7303
  637.3838    0.3196   -0.8506
  637.6618    0.0739   -0.9056
  637.9398   -0.1775   -0.8910
  638.2178   -0.4152   -0.8080
  638.4958   -0.6210   -0.6630
  638.7738   -0.7791   -0.4671
  639.0518   -0.8773   -0.2353
  639.3298   -0.9082    0.0145
  639.6078   -0.8694    0.2632
  639.8858   -0.7638    0.4917
  640.1639   -0.5995    0.6823
  640.4419   -0.3892    0.8206
  640.7306   -0.1395    0.8974
  640.9889    0.0944    0.9032
  641.2473    0.3220    0.8490
  641.5056    0.5282    0.7385
  641.7639    0.6993    0.5790
  642.0395    0.8305    0.3669
  642.3293    0.9007    0.1142
  642.5849    0.9003   -0.1173
  642.8406    0.8414   -0.3411
  643.0963    0.7278   -0.5428
  643.3611    0.5604   -0.7143
  643.6377    0.3440   -0.8401
  643.9256    0.0914   -0.9031
  644.1804   -0.1392   -0.8969
  644.4352   -0.3608   -0.8328
  644.6900   -0.5591   -0.7149
  644.9558   -0.7272   -0.5429
  645.2336   -0.8482   -0.3226
  645.5114   -0.9042   -0.0776
  645.7893   -0.8908    0.1734
  646.0671   -0.8091    0.4110
  646.3449   -0.6653    0.6171
  646.6228   -0.4705    0.7759
  646.9006   -0.2397    0.8751
  647.1784    0.0095    0.9072
  647.4563    0.2579    0.8698
  647.7341    0.4866    0.7656
  648.0119    0.6779    0.6027
  648.2898    0.8172    0.3936
  648.5782    0.8954    0.1449
  648.8372    0.9027   -0.0893
  649.0963    0.8496   -0.3176
  649.3554    0.7399   -0.5246
  649.6145    0.5809   -0.6966
  649.8898    0.3696   -0.8282
  650.1800    0.1172   -0.8993
  650.4358   -0.1142   -0.8996
  650.6916   -0.3381   -0.8414
  650.9475   -0.5400   -0.7284
  651.2122   -0.7117   -0.5617
  651.4887   -0.8380   -0.3460
  651.7768   -0.9018   -0.0936
  652.0317   -0.8962    0.1369
  652.2867   -0.8328    0.3584
  652.5417   -0.7154    0.5568
  652.8074   -0.5441    0.7251
  653.0851   -0.3244    0.8465
  653.3629   -0.0799    0.9029
  653.6406    0.1707    0.8901
  653.9184    0.4082    0.8091
  654.1961    0.6144    0.6661
  654.4739    0.7735    0.4721
  654.7517    0.8733    0.2419
  655.0294    0.9062   -0.0069
  655.3072    0.8696   -0.2551
  655.5849    0.7663   -0.4837
  655.8627    0.6043   -0.6752
  656.1404    0.3960   -0.8150
  656.4287    0.1480   -0.8939
  656.7169   -0.1122   -0.8990
  656.9709   -0.3345   -0.8419
  657.2250   -0.5353   -0.7307
  657.4895   -0.7078   -0.5653
  657.7658   -0.8351   -0.3508
  658.0543   -0.9004   -0.0986
  658.3095   -0.8961    0.1319
  658.5647   -0.8338    0.3538
  658.8199   -0.7175    0.5528
  659.0854   -0.5473    0.7216
  659.3629   -0.3287    0.8439
  659.6405   -0.0849    0.9016
  659.9180    0.1654    0.8903
  660.1955    0.4030    0.8108
  660.4731    0.6097    0.6693
  660.7506    0.7697    0.4766
  661.0281    0.8709    0.2475
  661.3056    0.9053   -0.0006
  661.5832    0.8705   -0.2486
