     #time         x         v
  885.5201   -0.3480    0.8032
  885.8108   -0.1032    0.8692
  886.0677    0.1210    0.8668
  886.3246    0.3373    0.8076
  886.5816    0.5315    0.6953
  886.8481    0.6958    0.5307
  887.1265    0.8149    0.3190
  887.4146    0.8719    0.0743
  887.6705    0.8623   -0.1488
  887.9263    0.7966   -0.3621
  888.1822    0.6790   -0.5519
  888.4499    0.5088   -0.7119
  888.7300    0.2923   -0.8247
  889.0100    0.0530   -0.8733
  889.2900   -0.1905   -0.8538
  889.5701   -0.4190   -0.7679
  889.8501   -0.6149   -0.6221
  890.1301   -0.7629   -0.4279
  890.4101   -0.8514   -0.2003
  890.6902   -0.8736    0.0428
  890.9702   -0.8277    0.2826
  891.2502   -0.7174    0.5003
  891.5302   -0.5512    0.6790
  891.8103   -0.3421    0.8049
  892.1008   -0.0972    0.8691
  892.3573    0.1265    0.8652
  892.6139    0.3419    0.8047
  892.8704    0.5349    0.6916
  893.1372    0.6983    0.5261
  893.4160    0.8161    0.3136
  893.6947    0.8709    0.0769
  893.9735    0.8584   -0.1657
  894.2523    0.7797   -0.3955
  894.5310    0.6407   -0.5947
  894.8098    0.4524   -0.7480
  895.0885    0.2291   -0.8435
  895.3673   -0.0119   -0.8739
  895.6461   -0.2519   -0.8369
  895.9248   -0.4724   -0.7352
  896.2036   -0.6565   -0.5768
  896.4824   -0.7898   -0.3738
  896.7723   -0.8637   -0.1324
  897.0322   -0.8688    0.0940
  897.2921   -0.8154    0.3141
  897.5521   -0.7073    0.5131
  897.8120   -0.5517    0.6776
  898.0891   -0.3452    0.8026
  898.3797   -0.1008    0.8678
  898.6366    0.1230    0.8649
  898.8935    0.3387    0.8052
  899.1504    0.5322    0.6926
  899.4171    0.6959    0.5279
  899.6957    0.8142    0.3161
  899.9743    0.8697    0.0799
  900.2530    0.8582   -0.1623
  900.5316    0.7804   -0.3921
  900.8102    0.6425   -0.5916
  901.0888    0.4550   -0.7454
  901.3675    0.2325   -0.8418
  901.6461   -0.0080   -0.8732
  901.9247   -0.2478   -0.8372
  902.2033   -0.4685   -0.7367
  902.4820   -0.6531   -0.5794
  902.7606   -0.7872   -0.3774
  903.0503   -0.8622   -0.1368
  903.3108   -0.8684    0.0899
  903.5713   -0.8159    0.3106
  903.8318   -0.7084    0.5102
  904.0924   -0.5530    0.6754
  904.3694   -0.3472    0.8009
  904.6601   -0.1031    0.8667
  904.9172    0.1206    0.8644
  905.1742    0.3364    0.8052
  905.4313    0.5301    0.6932
  905.6979    0.6940    0.5290
  905.9764    0.8127    0.3178
  906.2647    0.8695    0.0737
  906.5206    0.8598   -0.1489
  906.7766    0.7941   -0.3617
  907.0325    0.6767   -0.5509
  907.3004    0.5067   -0.7103
  907.5806    0.2906   -0.8227
  907.8607    0.0518   -0.8709
  908.1409   -0.1910   -0.8512
  908.4211   -0.4189   -0.7651
  908.7012   -0.6141   -0.6193
  908.9814   -0.7614   -0.4253
  909.2615   -0.8494   -0.1982
  909.5417   -0.8710    0.0444
  909.8219   -0.8248    0.2835
  910.1020   -0.7143    0.5005
  910.3822   -0.5480    0.6784
  910.6624   -0.3391    0.8035
  910.9528   -0.0948    0.8668
  911.2094    0.1283    0.8624
  911.4660    0.3430    0.8016
  911.7226    0.5352    0.6882
  911.9895    0.6978    0.5226
  912.2685    0.8147    0.3102
  912.5475    0.8686    0.0739
  912.8265    0.8554   -0.1682
  913.1055    0.7760   -0.3972
  913.3845    0.6366   -0.5955
  913.6635    0.4480   -0.7478
  913.9425    0.2248   -0.8421
  914.2215   -0.0158   -0.8714
  914.5005   -0.2552   -0.8333
  914.7794   -0.4748   -0.7307
  915.0584   -0.6576   -0.5717
  915.3374   -0.7896   -0.3684
  915.6278   -0.8621   -0.1269
  915.8872   -0.8658    0.0985
  916.1466   -0.8115    0.3173
  916.4061   -0.7030    0.5148
  916.6655   -0.5474    0.6778
  916.9429   -0.3408    0.8018
  917.2333   -0.0970    0.8658
  917.4902    0.1261    0.8619
  917.7471    0.3410    0.8015
  918.0040    0.5334    0.6885
  918.2709    0.6962    0.5234
  918.5498    0.8133    0.3115
  918.8288    0.8677    0.0755
  919.1077    0.8549   -0.1663
  919.3866    0.7761   -0.3953
  919.6656    0.6373   -0.5936
  919.9445    0.4492   -0.7461
  920.2234    0.2264   -0.8408
  920.5023   -0.0138   -0.8706
  920.7813   -0.2530   -0.8331
  921.0602   -0.4725   -0.7312
  921.3391   -0.6556   -0.5728
  921.6180   -0.7879   -0.3701
  921.9083   -0.8609   -0.1291
  922.1681   -0.8652    0.0964
  922.4278   -0.8114    0.3153
  922.6875   -0.7032    0.5131
  922.9473   -0.5478    0.6765
  923.2247   -0.3416    0.8006
  923.5152   -0.0981    0.8648
  923.7722    0.1250    0.8613
  924.0292    0.3398    0.8012
  924.2861    0.5322    0.6884
  924.5531    0.6949    0.5236
  924.8320    0.8122    0.3120
  925.1109    0.8668    0.0764
  925.3898    0.8543   -0.1652
  925.6687    0.7758   -0.3940
  925.9476    0.6374   -0.5923
  926.2265    0.4497   -0.7448
  926.5054    0.2272   -0.8398
  926.7843   -0.0127   -0.8698
  927.0632   -0.2517   -0.8326
  927.3421   -0.4712   -0.7311
  927.6210   -0.6542   -0.5731
  927.8999   -0.7867   -0.3708
  928.1901   -0.8599   -0.1301
  928.4500   -0.8645    0.0952
  928.7100   -0.8110    0.3142
  928.9699   -0.7030    0.5121
  929.2299   -0.5477    0.6755
  929.5073   -0.3418    0.7996
  929.7978   -0.0984    0.8639
  930.0549    0.1244    0.8605
  930.3119    0.3391    0.8005
  930.5690    0.5315    0.6880
  930.8359    0.6941    0.5234
  931.1148    0.8114    0.3120
  931.3937    0.8659    0.0766
  931.6726    0.8535   -0.1648
  931.9516    0.7752   -0.3934
  932.2305    0.6369   -0.5916
  932.5094    0.4494   -0.7440
  932.7883    0.2273   -0.8389
  933.0672   -0.0125   -0.8690
  933.3461   -0.2512   -0.8319
  933.6251   -0.4706   -0.7305
  933.9040   -0.6535   -0.5727
  934.1829   -0.7859   -0.3706
  934.4731   -0.8591   -0.1302
  934.7331   -0.8637    0.0950
  934.9931   -0.8102    0.3139
  935.2531   -0.7023    0.5116
  935.5131   -0.5472    0.6749
  935.7906   -0.3414    0.7989
  936.0811   -0.0982    0.8631
  936.3382    0.1245    0.8597
  936.5953    0.3389    0.7997
  936.8524    0.5311    0.6872
  937.1194    0.6936    0.5227
  937.3983    0.8107    0.3115
  937.6773    0.8651    0.0762
  937.9562    0.8527   -0.1650
  938.2352    0.7743   -0.3934
  938.5142    0.6360   -0.5913
  938.7931    0.4486   -0.7435
  939.0721    0.2265   -0.8383
  939.3510   -0.0130   -0.8682
  939.6300   -0.2516   -0.8310
  939.9090   -0.4706   -0.7295
  940.1879   -0.6533   -0.5716
  940.4669   -0.7854   -0.3696
  940.7572   -0.8584   -0.1293
  941.0171   -0.8628    0.0957
  941.2771   -0.8092    0.3142
  941.5370   -0.7013    0.5116
  941.7970   -0.5462    0.6746
  942.0745   -0.3405    0.7984
  942.3651   -0.0975    0.8624
  942.6222    0.1250    0.8588
  942.8793    0.3392    0.7987
  943.1363    0.5312    0.6861
  943.4034    0.6934    0.5216
  943.6824    0.8102    0.3104
  943.9614    0.8644    0.0752
  944.2405    0.8517   -0.1657
  944.5195    0.7731   -0.3939
  944.7985    0.6347   -0.5915
  945.0776    0.4472   -0.7434
  945.3566    0.2252   -0.8378
  945.6356   -0.0142   -0.8673
  945.9147   -0.2526   -0.8298
  946.1937   -0.4713   -0.7281
  946.4727   -0.6536   -0.5700
  946.7518   -0.7853   -0.3679
  947.0422   -0.8578   -0.1276
  947.3020   -0.8618    0.0970
  947.5618   -0.8079    0.3152
  947.8216   -0.6999    0.5121
  948.0814   -0.5448    0.6747
  948.3590   -0.3391    0.7981
  948.6495   -0.0963    0.8617
  948.9066    0.1260    0.8578
  949.1637    0.3399    0.7975
  949.4208    0.5315    0.6848
  949.6879    0.6934    0.5202
  949.9671    0.8099    0.3090
  950.2462    0.8637    0.0738
  950.5253    0.8506   -0.1670
  950.8044    0.7717   -0.3949
  951.0836    0.6330   -0.5921
  951.3627    0.4454   -0.7436
  951.6418    0.2233   -0.8374
  951.9210   -0.0161   -0.8665
  952.2001   -0.2542   -0.8284
  952.4792   -0.4726   -0.7263
  952.7583   -0.6544   -0.5679
  953.0375   -0.7855   -0.3656
  953.3281   -0.8573   -0.1252
  953.5877   -0.8607    0.0991
  953.8472   -0.8065    0.3167
  954.1068   -0.6982    0.5130
  954.3663   -0.5432    0.6750
  954.6441   -0.3373    0.7980
  954.9345   -0.0947    0.8611
  955.1916    0.1273    0.8568
  955.4486    0.3410    0.7962
  955.7057    0.5322    0.6833
  955.9729    0.6937    0.5184
  956.2522    0.8097    0.3071
  956.5314    0.8630    0.0720
  956.8107    0.8494   -0.1687
  957.0899    0.7700   -0.3963
  957.3692    0.6310   -0.5931
  957.6484    0.4431   -0.7440
  957.9277    0.2208   -0.8372
  958.2069   -0.0185   -0.8656
  958.4862   -0.2563   -0.8269
  958.7654   -0.4743   -0.7242
  959.0447   -0.6556   -0.5653
  959.3239   -0.7860   -0.3627
  959.6148   -0.8570   -0.1220
  959.8740   -0.8596    0.1017
  960.1333   -0.8048    0.3187
  960.3925   -0.6962    0.5143
  960.6517   -0.5412    0.6755
  960.9296   -0.3351    0.7980
  961.2199   -0.0927    0.8605
  961.4769    0.1291    0.8557
  961.7340    0.3424    0.7947
  961.9910    0.5331    0.6815
  962.2584    0.6942    0.5164
  962.5377    0.8097    0.3049
  962.8171    0.8624    0.0697
  963.0965    0.8482   -0.1708
  963.3759    0.7682   -0.3980
  963.6553    0.6286   -0.5944
  963.9347    0.4404   -0.7447
  964.2141    0.2179   -0.8372
  964.4935   -0.0214   -0.8647
  964.7729   -0.2590   -0.8252
  965.0523   -0.4765   -0.7217
  965.3317   -0.6571   -0.5623
  965.6111   -0.7867   -0.3592
  965.9022   -0.8567   -0.1183
  966.1610   -0.8584    0.1049
  966.4199   -0.8030    0.3211
  966.6787   -0.6940    0.5159
  966.9375   -0.5389    0.6763
  967.2156   -0.3326    0.7982
  967.5057   -0.0903    0.8599
  967.7627    0.1312    0.8545
  968.0197    0.3441    0.7931
  968.2767    0.5343    0.6795
  968.5442    0.6949    0.5141
  968.8237    0.8098    0.3023
  969.1033    0.8618    0.0671
  969.3828    0.8468   -0.1733
  969.6624    0.7662   -0.4002
  969.9419    0.6260   -0.5960
  970.2215    0.4372   -0.7455
  970.5011    0.2146   -0.8372
  970.7806   -0.0248   -0.8638
  971.0602   -0.2621   -0.8234
  971.3397   -0.4791   -0.7190
  971.6193   -0.6589   -0.5588
  971.8988   -0.7875   -0.3553
  972.1903   -0.8564   -0.1140
  972.4487   -0.8571    0.1086
  972.7070   -0.8009    0.3240
  972.9653   -0.6916    0.5178
  973.2237   -0.5363    0.6773
  973.5020   -0.3297    0.7985
  973.7919   -0.0876    0.8593
  974.0488    0.1336    0.8533
  974.3058    0.3460    0.7913
  974.5627    0.5358    0.6773
  974.8303    0.6958    0.5115
  975.1101    0.8100    0.2995
  975.3898    0.8612    0.0642
  975.6696    0.8454   -0.1761
  975.9493    0.7639   -0.4026
  976.2290    0.6231   -0.5979
  976.5088    0.4338   -0.7466
  976.7885    0.2108   -0.8373
  977.0682   -0.0286   -0.8629
  977.3480   -0.2657   -0.8214
  977.6277   -0.4821   -0.7160
  977.9075   -0.6611   -0.5550
  978.1872   -0.7886   -0.3509
  978.4790   -0.8562   -0.1091
  978.7368   -0.8558    0.1128
  978.9946   -0.7987    0.3272
  979.2524   -0.6889    0.5200
  979.5192   -0.5275    0.6832
  979.7977   -0.3193    0.8018
  980.0868   -0.0775    0.8595
  980.3434    0.1432    0.8510
  980.6000    0.3545    0.7867
  980.8566    0.5425    0.6709
  981.1248    0.7009    0.5032
  981.4051    0.8127    0.2896
  981.6854    0.8611    0.0534
  981.9658    0.8423   -0.1869
  982.2461    0.7577   -0.4126
  982.5265    0.6139   -0.6061
  982.8068    0.4222   -0.7523
  983.0872    0.1976   -0.8397
  983.3675   -0.0424   -0.8615
  983.6478   -0.2791   -0.8161
  983.9282   -0.4940   -0.7069
  984.2085   -0.6703   -0.5426
  984.4889   -0.7942   -0.3359
  984.7797   -0.8572   -0.0940
  985.0368   -0.8529    0.1270
  985.2939   -0.7926    0.3397
  985.5510   -0.6802    0.5300
  985.8184   -0.5160    0.6909
  986.0978   -0.3054    0.8063
  986.3772   -0.0712    0.8592
  986.6566    0.1685    0.8455
  986.9361    0.3951    0.7661
  987.2155    0.5911    0.6274
  987.4949    0.7412    0.4400
  987.7743    0.8338    0.2185
  988.0537    0.8617   -0.0200
  988.3331    0.8228   -0.2568
  988.6125    0.7200   -0.4737
  988.8920    0.5615   -0.6539
  989.1714    0.3594   -0.7833
  989.4625    0.1194   -0.8535
  989.7217   -0.1033   -0.8555
  989.9809   -0.3191   -0.8004
  990.2400   -0.5136   -0.6918
  990.4992   -0.6737   -0.5370
  990.7774   -0.7953   -0.3314
  991.0676   -0.8568   -0.0899
  991.3248   -0.8515    0.1310
  991.5819   -0.7902    0.3432
  991.8391   -0.6770    0.5328
  992.1067   -0.5120    0.6928
  992.3864   -0.3008    0.8072
  992.6661   -0.0663    0.8588
  992.9458    0.1734    0.8436
  993.2255    0.3995    0.7629
  993.5052    0.5946    0.6229
  993.7849    0.7435    0.4345
  994.0646    0.8345    0.2123
  994.3443    0.8607   -0.0263
  994.6240    0.8200   -0.2629
  994.9037    0.7156   -0.4790
  995.1834    0.5555   -0.6579
  995.4631    0.3523   -0.7856
  995.7549    0.1115   -0.8537
  996.0131   -0.1102   -0.8538
  996.2713   -0.3246   -0.7973
  996.5296   -0.5175   -0.6879
  996.7878   -0.6760   -0.5329
  997.0663   -0.7964   -0.3265
  997.3562   -0.8565   -0.0852
  997.6132   -0.8500    0.1353
  997.8702   -0.7877    0.3469
  998.1272   -0.6736    0.5357
  998.3951   -0.5078    0.6949
  998.6751   -0.2960    0.8081
  998.9551   -0.0612    0.8584
  999.2351    0.1784    0.8418
  999.5151    0.4041    0.7596
  999.7951    0.5982    0.6183
